income,loan_amount,credit_score,credit_utilization,delinquencies,repayment_score,employment_years,dti,ltv,employment_type,loan_purpose,defaulted
52169.7,30119.95,588,0.6061,0,67.8,3.8,0.2222,0.2913,Full-time,Debt Consolidation,1
38307.48,8856.35,633,0.2213,1,78.5,7.5,0.1284,0.0576,Full-time,Business,0
105861.76,5710.61,708,0.2901,0,80.2,7.3,0.0327,0.05,Full-time,Debt Consolidation,0
64150.11,13988.66,522,0.1221,0,41.6,2.3,0.066,0.0688,Full-time,Debt Consolidation,0
30560.06,24448.05,578,0.5767,0,37.3,12.5,0.3279,0.2533,Full-time,Debt Consolidation,1
53611.41,14607.51,626,0.5366,0,65.9,7.4,0.1375,0.1016,Full-time,Home Improvement,0
189843.33,9893.31,686,0.1321,0,54.0,9.4,0.0175,0.05,Full-time,Debt Consolidation,0
19116.3,15293.04,572,0.0792,1,90.3,7.4,0.2846,0.2376,Full-time,Education,0
59941.8,3682.71,624,0.1732,0,48.4,6.9,0.0355,0.05,Full-time,Home Improvement,0
53939.76,7785.63,669,0.1159,0,36.0,5.1,0.0501,0.05,Full-time,Business,0
76908.65,61526.92,606,0.219,0,54.9,3.7,0.2125,0.2123,Full-time,Debt Consolidation,0
76226.2,26953.97,577,0.2296,1,60.2,8.1,0.1223,0.0959,Full-time,Home Improvement,0
184297.46,25590.63,785,0.0547,0,100.0,3.6,0.0355,0.05,Part-time,Debt Consolidation,0
23363.73,12090.76,721,0.5684,1,57.5,1.7,0.3507,0.2428,Unemployed,Debt Consolidation,1
40955.77,16847.52,571,0.1686,1,44.1,8.5,0.1577,0.1713,Full-time,Home Improvement,0
58897.03,47117.63,650,0.1339,1,60.0,1.1,0.2287,0.2575,Full-time,Debt Consolidation,0
95379.7,29320.18,741,0.2386,0,100.0,1.5,0.0918,0.0741,Full-time,Debt Consolidation,0
54170.05,14936.96,562,0.3728,0,,,0.1157,0.1167,Part-time,Debt Consolidation,0
71569.79,11802.94,695,0.3894,0,100.0,10.3,0.0788,0.0672,Part-time,Major Purchase,0
80240.79,14175.66,584,0.7098,0,66.5,7.4,0.1061,0.054,Full-time,Debt Consolidation,0
61463.43,32429.56,660,0.2279,1,71.4,2.1,0.1729,0.2635,Full-time,Debt Consolidation,0
32502.36,26001.89,714,0.1786,0,88.1,3.7,0.2316,0.2372,Full-time,Home Improvement,0
28655.74,2506.62,639,0.325,0,100.0,2.7,0.1027,0.05,Full-time,Business,0
92113.78,10585.72,672,0.2904,0,77.1,3.6,0.0503,0.05,Unemployed,Education,0
55789.57,44631.66,654,0.0987,2,76.1,4.0,0.2478,0.2089,,Debt Consolidation,0
86086.32,18998.32,716,0.4757,0,97.7,5.5,0.0928,0.0546,Full-time,Debt Consolidation,0
47443.58,33456.72,692,0.3619,0,41.3,5.9,0.2242,0.1935,Full-time,Education,0
71067.11,19637.08,656,0.0411,1,50.0,4.5,0.0874,0.0783,Full-time,Debt Consolidation,0
65735.95,52588.76,552,0.0652,0,64.6,3.6,0.1991,0.3182,Full-time,Major Purchase,0
19057.01,15245.61,682,0.1076,0,87.1,6.5,0.2326,0.287,Part-time,Debt Consolidation,0
49986.56,39089.46,595,0.2334,0,65.7,5.3,0.2213,0.2482,Part-time,Debt Consolidation,0
47699.32,38159.46,748,0.0669,0,88.7,1.7,0.2021,0.2158,Full-time,Debt Consolidation,0
44872.55,24605.49,783,0.3936,0,55.9,7.7,0.1948,0.1301,Full-time,Home Improvement,0
53453.9,42763.12,715,0.3051,0,74.4,4.6,0.2331,0.2004,Full-time,Debt Consolidation,0
37345.49,7253.41,687,0.2623,1,78.5,9.5,0.1293,0.0699,Self-employed,Home Improvement,0
73033.77,45477.68,566,0.3605,0,72.8,10.9,0.185,0.1772,Full-time,Home Improvement,0
85622.42,8464.12,707,0.6003,0,100.0,4.3,0.0742,0.05,Part-time,Education,0
44724.03,19225.85,701,0.0596,0,100.0,6.7,0.1128,0.2388,Self-employed,Home Improvement,0
53201.72,20048.13,563,0.3855,0,81.9,5.8,0.1426,0.0989,,Major Purchase,0
46727.86,35320.83,748,0.3616,1,100.0,4.2,0.2628,0.3613,Part-time,Debt Consolidation,0
195615.32,8026.72,621,0.1249,2,72.7,13.0,0.0267,0.05,Full-time,Debt Consolidation,0
147434.29,16819.11,658,0.3585,1,91.5,9.6,0.053,0.05,Part-time,Education,0
78058.36,16541.93,690,0.5487,1,91.8,7.7,0.1168,0.0653,Full-time,Business,0
43006.91,10829.0,620,0.1316,0,43.8,5.9,0.0825,0.1021,,Education,0
41262.79,32921.19,672,0.1118,0,62.3,7.1,0.211,0.1817,Full-time,Debt Consolidation,0
32737.63,2880.82,623,0.0183,0,55.7,3.1,0.0252,0.05,Self-employed,Debt Consolidation,0
19377.63,15502.1,718,0.3948,0,56.5,6.0,0.3387,0.2096,Part-time,Major Purchase,0
18213.42,3386.69,600,0.5382,1,75.7,11.5,0.3233,0.0574,Part-time,Business,1
104574.92,44742.71,669,0.4093,1,63.4,5.0,0.1423,0.1585,Full-time,Debt Consolidation,0
79332.62,50431.63,533,0.0936,0,48.3,3.8,0.1611,0.1715,Full-time,Home Improvement,0
46169.67,36935.74,767,0.4189,0,60.7,9.8,0.2573,0.1887,Self-employed,Debt Consolidation,1
39772.42,7689.13,689,0.4455,1,58.0,2.2,0.1572,0.0536,Full-time,Debt Consolidation,0
42088.68,7061.79,597,0.3588,1,59.9,3.6,0.1302,0.0513,Full-time,Business,0
91106.72,5548.86,728,0.0951,1,77.5,1.2,0.0353,0.05,Full-time,Debt Consolidation,0
23796.98,19037.58,719,0.3808,0,79.1,5.4,0.3072,0.2252,Full-time,Education,0
28735.7,2315.88,480,0.4777,0,43.3,9.9,0.139,0.05,Full-time,Business,1
40079.55,30627.89,779,0.1742,0,100.0,9.6,0.2147,0.337,Full-time,Debt Consolidation,0
107595.07,2406.45,723,0.2311,1,60.7,2.4,0.032,0.05,Full-time,Business,0
109206.27,21094.6,743,0.3548,0,72.3,5.8,0.0698,0.0516,Full-time,Home Improvement,0
63958.8,5354.29,632,0.3547,2,75.1,3.7,0.0975,0.05,Full-time,Home Improvement,0
54082.16,43265.73,653,0.7965,2,80.3,3.4,0.3424,0.2551,Full-time,Debt Consolidation,0
174064.62,61077.7,605,0.0928,1,50.1,4.2,0.0949,0.1252,Full-time,Debt Consolidation,0
44951.5,7287.13,603,0.2268,1,69.2,3.2,0.1019,0.05,Full-time,Home Improvement,0
115724.44,10957.87,850,0.4013,0,96.4,5.1,0.0477,0.0501,Full-time,Debt Consolidation,0
93797.33,33663.26,689,0.4683,0,86.4,3.7,0.1221,0.0956,Full-time,Major Purchase,0
32464.06,25971.25,662,0.3768,0,73.9,2.4,0.2756,0.3672,Full-time,Debt Consolidation,0
38192.46,3306.67,634,0.1371,0,89.3,5.2,0.0466,0.0512,Full-time,Debt Consolidation,0
32323.18,14590.31,551,0.3025,1,51.8,4.5,0.2129,0.1792,Full-time,Home Improvement,1
108892.26,14976.29,760,0.2028,1,51.4,3.3,0.0574,0.05,Full-time,Debt Consolidation,0
40165.32,28716.92,664,0.3991,0,78.5,11.4,0.2431,0.3615,Full-time,Debt Consolidation,0
34550.68,27640.55,705,0.426,0,84.6,10.8,0.2808,0.2951,Full-time,Debt Consolidation,1
56240.19,42743.9,594,0.5814,0,74.9,4.4,0.2568,0.3395,Full-time,Home Improvement,0
27909.03,2545.93,659,0.2265,0,88.2,2.2,0.0803,0.05,Full-time,Home Improvement,0
86477.7,13581.3,764,0.5008,0,93.6,3.0,0.0794,0.0817,Full-time,Debt Consolidation,0
94000.5,17429.44,613,0.215,0,70.2,5.5,0.061,0.0527,Full-time,Business,0
51532.88,2326.45,615,0.2481,1,27.8,1.6,0.0688,0.05,Full-time,Debt Consolidation,1
185548.39,6547.22,755,0.3605,2,,,0.0354,0.05,Unemployed,Major Purchase,0
83150.82,12186.93,636,0.3328,1,65.1,2.5,0.0784,0.0573,Self-employed,Home Improvement,0
73286.37,10785.27,630,0.3865,0,70.0,5.0,0.0733,0.05,Full-time,Business,0
33290.49,20795.48,653,0.4584,0,69.8,2.6,0.2491,0.3409,Full-time,Home Improvement,0
44050.46,22242.05,664,0.1212,0,67.5,2.9,0.141,0.1479,Part-time,Home Improvement,0
70787.97,56630.38,626,0.4023,0,62.3,6.9,0.2329,0.2527,Full-time,Home Improvement,0
89186.33,22759.15,763,0.3404,1,91.3,2.0,0.1022,0.1266,Part-time,Debt Consolidation,0
58268.36,3170.31,733,0.4049,0,82.7,3.0,0.0631,0.05,Full-time,Business,0
64005.87,13986.92,667,0.448,0,55.5,8.6,0.1028,0.0976,Full-time,Debt Consolidation,0
62443.29,16539.0,637,0.2662,1,36.6,8.7,0.1135,0.0875,Full-time,Home Improvement,0
49612.92,39690.33,647,0.1304,1,76.5,10.4,0.2351,0.3265,Full-time,Debt Consolidation,0
83026.13,45106.17,671,0.5559,2,78.5,5.1,0.2075,0.1666,Full-time,Home Improvement,0
65669.18,36635.08,666,0.2358,0,72.8,9.5,0.1597,0.2537,Full-time,Debt Consolidation,0
22354.16,9065.67,654,0.0611,1,100.0,2.2,0.1707,0.2186,Full-time,Home Improvement,0
52564.47,38882.25,604,0.2784,0,66.8,10.8,0.2157,0.3244,Full-time,Debt Consolidation,0
46793.6,37434.88,772,0.1548,1,100.0,3.5,0.2415,0.3181,Full-time,Education,0
62412.69,14924.96,633,0.3371,0,66.2,9.3,0.0963,0.1166,Full-time,Business,0
96181.21,17303.9,693,0.313,0,84.1,1.8,0.0666,0.0915,Full-time,Major Purchase,0
85579.11,20284.63,697,0.0934,3,78.3,4.4,0.1068,0.0611,Full-time,Business,0
91816.79,50445.3,604,0.3084,1,83.9,8.4,0.1691,0.158,Part-time,Home Improvement,0
42338.33,33870.66,665,0.2337,0,93.1,1.7,0.2317,0.2237,Full-time,Business,0
83677.81,8239.62,630,0.3174,0,60.5,11.8,0.0509,0.05,Full-time,Business,1
48835.94,18445.15,727,0.5199,1,71.7,2.4,0.1919,0.1084,Full-time,Education,0
50173.71,18715.7,544,0.3975,1,60.2,2.2,0.1705,0.095,Full-time,Debt Consolidation,1
59442.92,5263.32,729,0.0996,1,80.7,8.5,0.0535,0.05,Full-time,Business,0
60814.65,21260.49,668,0.0864,1,81.2,6.3,0.1139,0.1515,Full-time,Business,0
50091.87,6245.73,664,0.1543,1,65.8,7.1,0.0761,0.05,Full-time,Debt Consolidation,1
40506.65,11902.67,630,0.1779,0,,,0.1021,0.0834,Unemployed,Debt Consolidation,0
109232.68,23302.31,648,0.2066,1,55.1,4.2,0.0758,0.0989,Full-time,Debt Consolidation,0
52811.98,42249.58,810,0.1783,0,100.0,0.3,0.2163,0.1906,Full-time,Home Improvement,1
55513.14,44410.51,646,0.0613,0,68.7,0.8,0.1999,0.2227,Full-time,Debt Consolidation,0
41657.66,11880.74,614,0.2409,0,95.3,3.7,0.1101,0.0841,Full-time,Debt Consolidation,0
29415.88,8943.81,631,0.0894,0,55.2,5.7,0.0948,0.1569,Full-time,Debt Consolidation,0
29912.49,17351.19,695,0.7739,1,78.3,1.3,0.3656,0.2627,Full-time,Business,1
38086.31,15357.52,583,0.5194,0,58.0,3.9,0.195,0.0997,Full-time,Education,0
16917.84,9013.17,701,0.1413,0,71.1,4.1,0.188,0.1807,Part-time,Home Improvement,0
28782.71,6356.61,670,0.506,1,82.3,2.7,0.2213,0.0784,Part-time,Major Purchase,0
24690.6,6360.96,674,0.4163,0,99.2,5.3,0.1832,0.1004,Full-time,Home Improvement,0
53805.01,7985.54,705,0.2433,0,92.1,12.0,0.0682,0.085,Full-time,Major Purchase,0
82256.93,3079.14,587,0.0761,0,66.1,6.1,0.0156,0.05,Full-time,Major Purchase,0
38008.06,7024.48,637,0.0472,0,83.6,9.9,0.0533,0.069,Part-time,Debt Consolidation,0
76726.2,61380.96,701,0.1251,0,89.5,6.4,0.2037,0.2501,Full-time,Major Purchase,0
35435.82,2812.82,719,0.2951,0,66.4,3.7,0.079,0.05,Full-time,Business,0
28276.86,2056.9,740,0.655,0,87.3,5.9,0.1842,0.05,Full-time,Education,0
59595.52,22416.76,707,0.3013,0,57.4,4.8,0.1267,0.1742,Full-time,Education,0
52471.02,6412.24,750,0.1272,0,96.3,7.2,0.0468,0.05,Full-time,Debt Consolidation,0
41072.45,8770.86,681,0.2198,0,66.4,1.4,0.0898,0.0624,Full-time,Debt Consolidation,0
24097.19,9440.6,637,0.5012,0,67.5,5.9,0.2438,0.16,Full-time,Debt Consolidation,0
35206.41,28165.13,661,0.3819,0,69.1,3.9,0.2701,0.1841,Self-employed,Home Improvement,0
94822.51,14375.37,575,0.3774,0,80.9,7.4,0.065,0.0608,Part-time,Debt Consolidation,0
54020.58,34194.28,489,0.0715,0,53.8,4.6,0.1615,0.148,Full-time,Education,0
46605.48,37284.38,627,0.2073,2,51.2,12.3,0.2755,0.2796,Full-time,Debt Consolidation,1
39310.96,3005.31,724,0.222,1,68.6,11.4,0.0895,0.05,Full-time,Debt Consolidation,0
21302.74,3805.38,598,0.1021,0,68.6,4.7,0.0774,0.0561,Self-employed,Education,0
59700.78,21756.78,728,0.2112,0,94.4,6.5,0.1129,0.1086,Full-time,Major Purchase,0
56717.5,45374.0,567,0.0539,0,62.7,9.9,0.1988,0.2314,Full-time,Education,0
45790.53,7094.39,650,0.4022,0,59.4,4.7,0.1004,0.0622,Full-time,Debt Consolidation,0
50236.55,19245.48,687,0.2321,1,80.0,7.8,0.1491,0.128,Self-employed,Education,0
32254.24,4859.36,691,0.2284,0,87.1,10.8,0.0871,0.0538,Full-time,Debt Consolidation,0
26265.92,21012.74,646,0.2291,1,69.3,9.1,0.3005,0.3886,Full-time,Home Improvement,0
83229.71,8850.29,651,0.1448,0,77.3,9.5,0.0381,0.05,Full-time,Debt Consolidation,1
35802.68,12430.51,637,0.167,0,57.0,2.6,0.1169,0.1303,Part-time,Education,0
22484.71,2918.58,658,0.3625,2,65.7,3.7,0.254,0.05,Self-employed,Home Improvement,1
41765.86,16089.04,607,0.4018,0,75.9,4.0,0.1617,0.1473,Full-time,Debt Consolidation,0
72624.86,22471.06,648,0.25,0,68.7,3.4,0.099,0.0945,Full-time,Home Improvement,1
33901.91,27121.53,695,0.3193,0,61.8,2.0,0.2598,0.396,Full-time,Education,0
72631.38,44227.39,721,0.2126,0,91.5,3.8,0.1672,0.1893,Full-time,Home Improvement,0
45781.27,6776.47,619,0.1275,0,75.2,12.9,0.0556,0.0542,Full-time,Debt Consolidation,0
89523.1,22052.59,701,0.4123,1,85.9,8.5,0.1057,0.1437,Full-time,Debt Consolidation,0
42307.4,26526.82,595,0.1409,1,68.3,5.0,0.2028,0.1879,Full-time,Debt Consolidation,0
56320.84,2938.1,646,0.3333,0,67.8,4.0,0.0551,0.05,Full-time,Debt Consolidation,0
108160.68,38888.02,675,0.2573,0,79.5,9.8,0.1034,0.1524,Full-time,Home Improvement,0
68621.2,32520.49,678,0.1122,1,50.1,8.1,0.143,0.1263,Full-time,Debt Consolidation,0
99121.95,3748.88,680,0.0635,1,83.0,2.5,0.0258,0.05,Full-time,Home Improvement,0
66666.11,22328.88,698,0.1833,1,94.1,10.4,0.1182,0.0829,Full-time,Education,0
28531.5,22825.2,700,0.4588,2,92.7,6.9,0.3919,0.3435,Part-time,Debt Consolidation,0
31743.71,12713.27,809,0.5002,0,95.7,2.9,0.2096,0.1065,Part-time,Debt Consolidation,0
36039.65,28831.72,620,0.2035,1,67.2,3.6,0.266,0.1954,Full-time,Debt Consolidation,0
66646.21,42213.03,823,0.1748,0,100.0,7.4,0.1709,0.1597,Full-time,Debt Consolidation,0
61224.25,48979.4,682,0.2263,3,73.1,4.0,0.2774,0.3352,Full-time,Debt Consolidation,1
46659.96,37327.97,737,0.1485,0,100.0,6.9,0.2149,0.3548,Full-time,Debt Consolidation,0
56434.86,6175.85,806,0.3341,0,100.0,1.1,0.0689,0.0557,Full-time,Debt Consolidation,0
36539.07,29231.26,660,0.0867,0,52.7,7.8,0.2091,0.2875,Full-time,Major Purchase,0
32384.59,7312.81,639,0.3445,0,70.3,2.7,0.1308,0.0914,Full-time,Major Purchase,0
43938.44,35150.76,735,0.2678,1,76.6,0.8,0.2632,0.3436,Full-time,Business,0
72485.98,39918.23,621,0.2309,1,66.1,5.3,0.1717,0.1701,Part-time,Debt Consolidation,0
24836.67,10592.53,638,0.1744,0,82.1,1.6,0.1529,0.1017,Full-time,Business,0
29037.22,10051.36,740,0.4778,1,73.9,13.3,0.2429,0.0936,Full-time,Debt Consolidation,0
39770.21,2043.83,628,0.1633,0,,,0.0419,0.05,Full-time,Home Improvement,0
33192.9,26554.32,637,0.0682,2,98.6,6.8,0.2791,0.256,Full-time,Business,0
22767.31,17298.45,747,0.0406,1,82.4,6.8,0.2479,0.3289,Full-time,Debt Consolidation,0
46185.96,16449.38,739,0.4346,0,100.0,4.9,0.1532,0.0919,Self-employed,Debt Consolidation,0
97951.95,15031.55,849,0.1059,2,100.0,4.7,0.0691,0.0507,Full-time,Debt Consolidation,0
34663.5,27730.8,747,0.6412,0,98.6,1.7,0.3252,0.3582,Full-time,Debt Consolidation,0
93115.64,14328.78,730,0.0764,0,90.7,5.3,0.0428,0.0966,Full-time,Business,0
22125.19,5844.99,684,0.4617,0,89.3,4.6,0.2137,0.0643,Part-time,Debt Consolidation,0
65924.48,6385.86,730,0.1707,0,77.7,8.2,0.0419,0.05,Full-time,Home Improvement,0
37191.7,11873.38,521,0.3335,0,31.0,7.8,0.1412,0.0779,Unemployed,Home Improvement,1
54521.9,6748.24,572,0.3202,0,58.9,9.6,0.072,0.05,Full-time,Debt Consolidation,0
42025.19,7913.96,660,0.3972,2,67.8,4.9,0.1704,0.0599,Full-time,Debt Consolidation,0
35732.25,23958.92,636,0.2349,0,60.3,3.9,0.2083,0.1956,Full-time,Education,0
19111.64,11363.67,651,0.2275,1,55.2,15.6,0.2912,0.2517,Full-time,Home Improvement,0
51451.65,10433.04,700,0.4725,0,74.3,3.5,0.1148,0.05,Full-time,Home Improvement,0
45499.64,17185.44,728,0.2063,1,85.1,11.3,0.1497,0.1822,Full-time,Debt Consolidation,0
45831.76,19824.78,624,0.2771,0,85.8,4.1,0.1473,0.1892,Full-time,Debt Consolidation,0
66242.28,2087.34,644,0.2407,1,59.4,9.1,0.0518,0.05,Full-time,Home Improvement,0
58429.05,19303.47,676,0.4793,0,57.6,11.1,0.1383,0.1206,Full-time,Home Improvement,0
96434.73,2796.9,632,0.3422,0,43.2,10.6,0.0325,0.05,Full-time,Business,0
20012.57,15087.43,758,0.5069,1,100.0,7.1,0.4233,0.179,Full-time,Debt Consolidation,0
55628.85,5236.59,575,0.5424,0,57.6,8.7,0.0928,0.05,Part-time,Debt Consolidation,0
27238.45,4742.98,719,0.4963,2,78.2,4.3,0.2611,0.0591,Full-time,Debt Consolidation,0
63681.5,50945.2,553,0.3129,0,46.5,6.0,0.2274,0.2056,Self-employed,Home Improvement,1
31733.82,7372.73,549,0.2834,0,81.3,10.0,0.1201,0.0897,Part-time,Education,0
53471.91,28118.13,573,0.3249,1,62.3,3.4,0.1924,0.1672,Full-time,Business,1
27910.69,2223.53,708,0.3147,1,100.0,4.0,0.1433,0.05,Unemployed,Education,0
47774.89,16079.65,592,0.3861,4,100.0,8.7,0.2394,0.1251,Full-time,Debt Consolidation,1
32616.18,11871.03,645,0.4072,0,43.8,9.6,0.1772,0.1526,Full-time,Home Improvement,0
26515.04,5322.12,651,0.4869,0,40.9,1.5,0.1804,0.0996,Self-employed,Business,1
108674.42,12415.17,682,0.4005,0,100.0,3.8,0.054,0.0715,Full-time,Home Improvement,0
120332.57,17636.17,639,0.2005,0,52.5,2.3,0.0472,0.0907,Part-time,Education,0
59421.24,13001.7,551,0.1853,1,63.4,3.2,0.0952,0.0745,Full-time,Home Improvement,0
37005.35,29604.28,653,0.0765,0,83.5,8.1,0.2069,0.2564,Full-time,Home Improvement,0
76631.05,39087.58,724,0.1105,0,,,0.1328,0.1934,Full-time,Major Purchase,0
68744.52,54995.62,715,0.4676,0,,,0.241,0.2529,Full-time,Business,0
91739.15,72327.85,626,0.6137,0,75.2,5.7,0.2374,0.186,Part-time,Business,0
43306.68,9925.37,631,0.1906,0,83.3,12.6,0.0867,0.1158,Full-time,Debt Consolidation,0
69560.97,5844.34,688,0.1501,0,95.2,3.7,0.0357,0.05,Part-time,Home Improvement,0
50744.28,2469.35,678,0.2773,0,71.9,9.2,0.051,0.05,Part-time,Debt Consolidation,0
87069.25,21442.26,759,0.4661,0,93.5,4.1,0.0976,0.1095,Full-time,Debt Consolidation,0
33872.75,18558.74,732,0.4082,1,59.9,11.6,0.2537,0.1304,Full-time,Business,0
45533.7,36426.96,711,0.5512,0,100.0,6.7,0.2792,0.2323,Part-time,Home Improvement,0
42318.46,28736.78,574,0.2834,0,69.4,7.2,0.2112,0.1587,Full-time,Debt Consolidation,0
38568.78,5135.1,679,0.1207,0,73.5,4.4,0.0545,0.05,Full-time,Debt Consolidation,0
122589.6,4653.74,644,0.1158,0,63.3,4.0,0.0159,0.05,Full-time,Home Improvement,0
73067.62,25532.44,595,0.1021,0,65.1,8.9,0.0939,0.1416,Self-employed,Home Improvement,0
69532.19,12921.49,697,0.2326,1,67.1,11.4,0.0859,0.0613,Full-time,Major Purchase,0
49749.61,20043.12,693,0.0572,0,56.2,8.6,0.105,0.1114,Full-time,Major Purchase,0
61747.91,11822.78,699,0.0637,0,74.4,11.7,0.0534,0.0961,Part-time,Debt Consolidation,0
82780.12,24176.72,609,0.2689,0,54.3,4.4,0.0935,0.1666,Full-time,Major Purchase,0
93339.6,2338.63,598,0.2531,2,60.7,3.3,0.0512,0.05,Full-time,Debt Consolidation,0
70617.13,36703.17,648,0.3265,1,83.3,9.6,0.175,0.2001,Full-time,Home Improvement,0
43542.07,5989.79,660,0.4598,0,88.0,1.3,0.109,0.05,Full-time,Debt Consolidation,0
48355.34,38684.27,648,0.226,0,80.1,6.5,0.2256,0.3183,Full-time,Major Purchase,0
51981.86,5570.98,705,0.316,0,65.7,9.7,0.0695,0.0584,Full-time,Debt Consolidation,0
42068.9,3141.78,572,0.2627,2,52.3,6.4,0.1199,0.05,Full-time,Debt Consolidation,0
103519.49,4942.71,575,0.2073,1,73.7,4.3,0.0375,0.05,Full-time,Debt Consolidation,0
52096.02,9703.86,784,0.2107,0,78.3,9.8,0.0738,0.1024,Full-time,Major Purchase,0
44773.99,35819.19,617,0.3255,0,68.6,5.3,0.2443,0.3337,Full-time,Home Improvement,0
39775.05,7524.77,735,0.1869,0,82.2,2.3,0.0792,0.0801,Full-time,Debt Consolidation,0
45964.93,36771.95,553,0.6523,0,54.9,9.4,0.2942,0.2271,Full-time,Debt Consolidation,1
138957.79,28618.35,631,0.2852,0,62.7,6.7,0.0642,0.088,Full-time,Debt Consolidation,0
241810.03,3515.64,758,0.0875,0,100.0,2.3,0.01,0.05,Full-time,Debt Consolidation,0
48812.05,8254.94,703,0.1044,0,81.8,4.9,0.056,0.05,Full-time,Education,0
67727.5,49579.91,680,0.2337,0,87.7,6.2,0.2005,0.29,Full-time,Education,0
14699.83,11759.86,605,0.3645,1,63.1,3.3,0.4522,0.2461,Full-time,Major Purchase,1
35655.61,28524.49,714,0.2474,1,62.3,8.8,0.2756,0.192,Full-time,Home Improvement,0
36960.74,29568.59,752,0.1844,0,69.0,11.9,0.2279,0.2369,,Major Purchase,0
42530.6,34024.48,686,0.1778,2,79.4,1.3,0.2785,0.2086,Self-employed,Debt Consolidation,0
70505.65,24030.51,729,0.0876,1,97.5,5.3,0.1078,0.1498,Part-time,Debt Consolidation,0
55934.31,6515.0,583,0.5418,0,54.4,2.7,0.0977,0.05,Full-time,Home Improvement,0
31873.59,3691.01,677,0.417,0,84.3,3.6,0.122,0.05,Full-time,Home Improvement,0
158848.31,66175.52,719,0.2668,0,87.6,3.2,0.1121,0.1831,Full-time,Education,0
52649.34,11411.21,713,0.3266,1,80.0,9.7,0.1195,0.058,Full-time,Debt Consolidation,0
48853.86,2439.64,589,0.1862,0,68.9,4.8,0.0394,0.05,Full-time,Debt Consolidation,0
86042.9,45644.98,537,0.2617,0,61.1,5.0,0.1492,0.145,Self-employed,Debt Consolidation,0
12000.0,9600.0,532,0.0339,1,54.9,8.6,0.3123,0.2245,Full-time,Debt Consolidation,1
33116.76,3501.68,749,0.2147,0,86.9,1.6,0.072,0.05,Part-time,Home Improvement,0
28610.41,22888.33,818,0.2959,1,100.0,7.6,0.3084,0.1841,Full-time,Debt Consolidation,1
56930.54,9520.35,598,0.3917,0,30.4,7.1,0.0897,0.05,Self-employed,Major Purchase,0
51922.43,2589.1,721,0.2186,0,100.0,3.5,0.0423,0.05,Full-time,Debt Consolidation,0
48227.31,11936.98,757,0.2478,1,86.8,3.9,0.1213,0.0788,Part-time,Debt Consolidation,0
50957.61,13265.48,594,0.408,1,86.1,4.7,0.1437,0.0863,Full-time,Business,0
86659.49,13540.83,791,0.1342,0,75.1,4.6,0.0486,0.0532,Full-time,Debt Consolidation,0
75219.0,6672.44,760,0.1602,0,75.8,6.3,0.0366,0.05,Full-time,Debt Consolidation,0
124282.71,33100.92,735,0.135,0,68.3,6.4,0.0717,0.0856,Full-time,Debt Consolidation,0
153110.67,21421.81,644,0.2034,0,70.2,4.3,0.0431,0.05,Part-time,Business,0
83773.32,14938.6,687,0.1463,1,64.8,4.5,0.0697,0.05,Full-time,Education,0
34529.31,10135.8,715,0.2636,0,63.6,17.6,0.1254,0.0782,Full-time,Home Improvement,0
26818.07,8045.44,714,0.1384,0,69.7,6.7,0.1091,0.085,,Debt Consolidation,0
68618.94,8339.92,740,0.4574,1,85.5,12.3,0.0947,0.05,Full-time,Business,0
49626.08,39700.86,760,0.0729,0,87.9,10.5,0.2026,0.1917,Part-time,Debt Consolidation,0
64899.63,11020.73,616,0.0927,1,62.3,8.5,0.0695,0.0541,Full-time,Education,0
39970.04,31976.03,672,0.2788,1,82.1,5.7,0.2722,0.4004,Part-time,Debt Consolidation,0
44843.42,15302.78,658,0.3829,0,72.1,7.6,0.1434,0.171,Full-time,Debt Consolidation,0
63349.89,16454.03,574,0.2245,0,69.7,2.4,0.0879,0.0793,Unemployed,Home Improvement,1
42813.29,34250.64,585,0.4278,0,38.9,8.8,0.2639,0.2721,Full-time,Debt Consolidation,1
66823.37,12596.16,629,0.336,0,67.4,4.3,0.0814,0.0609,Full-time,Major Purchase,0
94651.69,20018.37,523,0.0088,0,33.2,6.5,0.0514,0.0786,Full-time,Major Purchase,0
48371.06,27969.05,663,0.6614,0,72.6,9.6,0.2372,0.2316,Full-time,Home Improvement,0
39496.89,6091.64,670,0.2352,0,55.6,11.2,0.0799,0.0593,Full-time,Business,0
40254.4,32203.52,671,0.2173,0,60.7,7.5,0.2309,0.1907,Unemployed,Debt Consolidation,1
94584.31,21231.76,617,0.3528,0,87.7,9.3,0.0807,0.114,Part-time,Education,0
44858.57,27587.5,630,0.2868,1,89.9,3.2,0.2204,0.2472,Full-time,Education,0
117164.05,6766.28,672,0.144,1,45.6,12.8,0.033,0.05,Self-employed,Business,0
46611.92,6267.38,706,0.0258,0,68.2,2.6,0.0363,0.05,Full-time,Home Improvement,0
89984.48,8256.39,513,0.2721,1,47.1,5.3,0.0571,0.05,Full-time,Debt Consolidation,1
42703.18,2966.16,652,0.2038,0,65.1,11.3,0.051,0.05,Full-time,Major Purchase,0
32431.05,25944.84,721,0.0169,0,75.6,4.2,0.1957,0.2704,Full-time,Major Purchase,0
72172.1,24736.36,696,0.1131,0,83.5,13.9,0.0935,0.1293,Full-time,Major Purchase,0
104934.1,3760.5,703,0.3503,1,69.3,5.9,0.0441,0.05,Full-time,Home Improvement,0
